"","Name","Sex","Age","Height","Weight","bmi","Year","Nationality","SubRegion","continent","Population","GDP","countryWins","subRegionWins","HomeAdvantage","Position","Medal","Time","TimeMins","TimeSecs"
"183","Kenza Wahbi","F",33,160,47,18.359375,2004,"Morocco","Northern Africa","Africa",30179285,59626020162,0,0,FALSE,30,FALSE,"2:41:36",161.6,9696
"184","Hafida Izem","F",25,160,41,16.015625,2004,"Morocco","Northern Africa","Africa",30179285,59626020162,0,0,FALSE,27,FALSE,"2:40:46",160.766666666667,9646
"185","Tereza Master","F",27,149,45,20.2693572361605,2016,"Malawi","Sub-Saharan Africa","Africa",18091575,5433038647,0,5,FALSE,98,FALSE,"2:48:34",168.566666666667,10114
"186","Margarita Tapia Garca","F",27,161,50,19.2893792677752,2004,"Mexico","Latin America and the Caribbean","Latin America and the Caribbean",106995583,7.70268e+11,0,0,FALSE,38,FALSE,"2:46:14",166.233333333333,9974
"187","Blanca Jaime","F",22,158,52,20.829995193078,1988,"Mexico","Latin America and the Caribbean","Latin America and the Caribbean",82083919,1.83144e+11,0,0,FALSE,43,FALSE,"2:43:00",163,9780
"188","Marisol Guadalupe Romero Rosales","F",29,155,46,19.1467221644121,2012,"Mexico","Latin America and the Caribbean","Latin America and the Caribbean",120828307,1.1866e+12,0,0,FALSE,46,FALSE,"2:33:08",153.133333333333,9188
"189","Mara del Carmen Daz Mancilla","F",26,158,46,18.4265342092613,1996,"Mexico","Latin America and the Caribbean","Latin America and the Caribbean",95687452,3.97404e+11,0,0,FALSE,33,FALSE,"2:37:14",157.233333333333,9434
"190","Maryse Justin (-Pyndiah)","F",29,158,46,18.4265342092613,1988,"Mauritius","Sub-Saharan Africa","Africa",1043239,2143484488,0,5,FALSE,51,FALSE,"2:50:00",170,10200
"191","San Ni Lar","F",27,160,50,19.53125,2012,"Myanmar","South-eastern Asia","Asia",50986514,59937797559,0,0,FALSE,105,FALSE,"3:04:27",184.45,11067
"192","Helalia Lukeiko Johannes","F",27,165,46,16.8962350780533,2008,"Namibia","Sub-Saharan Africa","Africa",2106375,8486721917,0,5,FALSE,40,FALSE,"2:35:22",155.366666666667,9322
"193","Beata Nandjala Naigambo","F",32,167,48,17.2110868084191,2012,"Namibia","Sub-Saharan Africa","Africa",2263934,13016272899,0,5,FALSE,38,FALSE,"2:31:16",151.266666666667,9076
"194","Alina Armas","F",32,166,53,19.2335607490202,2016,"Namibia","Sub-Saharan Africa","Africa",2479713,10947880690,0,5,FALSE,75,FALSE,"2:44:20",164.333333333333,9860
"195","Helalia Lukeiko Johannes","F",35,165,46,16.8962350780533,2016,"Namibia","Sub-Saharan Africa","Africa",2479713,10947880690,0,5,FALSE,56,FALSE,"2:39:55",159.916666666667,9595
"196","Helalia Lukeiko Johannes","F",31,165,46,16.8962350780533,2012,"Namibia","Sub-Saharan Africa","Africa",2263934,13016272899,0,5,FALSE,12,FALSE,"2:26:09",146.15,8769
"197","Beata Nandjala Naigambo","F",28,167,48,17.2110868084191,2008,"Namibia","Sub-Saharan Africa","Africa",2106375,8486721917,0,5,FALSE,28,FALSE,"2:33:29",153.483333333333,9209
"198","Beata Nandjala Naigambo","F",36,167,48,17.2110868084191,2016,"Namibia","Sub-Saharan Africa","Africa",2479713,10947880690,0,5,FALSE,41,FALSE,"2:36:32",156.533333333333,9392
"199","Hilda Jepchumba Kibet","F",31,168,46,16.2981859410431,2012,"Netherlands","Western Europe","Europe",16754962,8.28947e+11,0,0,FALSE,24,FALSE,"2:28:52",148.866666666667,8932
"200","Andrea Deelstra","F",31,164,46,17.1029149315883,2016,"Netherlands","Western Europe","Europe",17018408,7.77228e+11,0,0,FALSE,60,FALSE,"2:40:49",160.816666666667,9649
"201","Raj Kumari Pandey","F",18,165,54,19.8347107438017,1988,"Nepal","Southern Asia","Asia",17873667,3487009748,0,0,FALSE,60,FALSE,"3:10:31",190.516666666667,11431
"202","Sissel Sofie Grottenberg","F",32,171,54,18.4672206832872,1988,"Norway","Northern Europe","Europe",4209488,1.019e+11,0,0,FALSE,36,FALSE,"2:38:17",158.283333333333,9497
"203","Kirsten Melkevik (-Kirsten Marathon) Otterbu (-Melkevik-)","F",38,170,52,17.9930795847751,2008,"Norway","Northern Europe","Europe",4768212,4.62554e+11,0,0,FALSE,34,FALSE,"2:34:35",154.583333333333,9275
"204","Stine Elisabeth Larsen","F",28,158,47,18.8271110398974,2004,"Norway","Northern Europe","Europe",4591910,2.64357e+11,0,0,FALSE,24,FALSE,"2:39:55",159.916666666667,9595
"205","Nina Kathy Rillstone","F",33,168,45,15.9438775510204,2008,"New Zealand","Australia and New Zealand","Oceania",4259800,1.3328e+11,0,0,FALSE,16,FALSE,"2:31:16",151.266666666667,9076
"206","Liza Marie Hunter-Galvan","F",39,168,60,21.2585034013605,2008,"New Zealand","Australia and New Zealand","Oceania",4259800,1.3328e+11,0,0,FALSE,35,FALSE,"2:34:51",154.85,9291
"207","Liza Marie Hunter-Galvan","F",35,168,60,21.2585034013605,2004,"New Zealand","Australia and New Zealand","Oceania",4087500,1.03906e+11,0,0,FALSE,51,FALSE,"2:50:23",170.383333333333,10223
"208","Lorraine Mary Moller (-Daws, -Smith)","F",33,175,55,17.9591836734694,1988,"New Zealand","Australia and New Zealand","Oceania",3283400,45176167472,0,0,FALSE,33,FALSE,"2:37:52",157.866666666667,9472
"209","Jovana de la Cruz Capani","F",24,161,53,20.4467420238417,2016,"Peru","Latin America and the Caribbean","Latin America and the Caribbean",31773839,1.92207e+11,0,0,FALSE,36,FALSE,"2:35:49",155.816666666667,9349
"210","Gladys Lucy Tejeda Pucuhuaranga","F",26,156,47,19.3129520052597,2012,"Peru","Latin America and the Caribbean","Latin America and the Caribbean",30158966,1.92649e+11,0,0,FALSE,43,FALSE,"2:32:07",152.116666666667,9127
"211","Wilma Yanet Arizapana Yucra","F",29,164,54,20.0773349196907,2012,"Peru","Latin America and the Caribbean","Latin America and the Caribbean",30158966,1.92649e+11,0,0,FALSE,55,FALSE,"2:35:09",155.15,9309
"212","Gladys Lucy Tejeda Pucuhuaranga","F",30,156,47,19.3129520052597,2016,"Peru","Latin America and the Caribbean","Latin America and the Caribbean",31773839,1.92207e+11,0,0,FALSE,15,FALSE,"2:29:55",149.916666666667,8995
"213","Mara Portillo Cruz","F",28,162,50,19.0519737844841,2000,"Peru","Latin America and the Caribbean","Latin America and the Caribbean",25914879,51744749133,0,0,FALSE,32,FALSE,"2:36:50",156.833333333333,9410
"214","Mary Joy Tabal","F",27,149,45,20.2693572361605,2016,"Philippines","South-eastern Asia","Asia",103320222,3.04905e+11,0,0,FALSE,124,FALSE,"3:02:27",182.45,10947
"215","Iwona Lewandowska","F",31,161,43,16.5888661702866,2016,"Poland","Eastern Europe","Europe",37948016,4.71364e+11,0,0,FALSE,21,FALSE,"2:31:41",151.683333333333,9101
"216","Dorota Gruca (-Giecek-)","F",37,159,46,18.1954827736245,2008,"Poland","Eastern Europe","Europe",38125759,5.33816e+11,0,0,FALSE,30,FALSE,"2:33:32",153.533333333333,9212
"217","Elsa Marisa Branco Barros Rodrigues","F",32,160,50,19.53125,2012,"Portugal","Southern Europe","Europe",10514844,2.16368e+11,1,1,FALSE,13,FALSE,"2:26:13",146.216666666667,8773
"218","Rosa Mara Correia dos Santos Mota","F",30,157,45,18.2563187147552,1988,"Portugal","Southern Europe","Europe",10019610,56352797354,1,1,FALSE,1,TRUE,"2:25:40",145.666666666667,8740
"219","Elsa Marisa Branco Barros Rodrigues","F",28,160,50,19.53125,2008,"Portugal","Southern Europe","Europe",10558177,2.62008e+11,1,1,FALSE,32,FALSE,"2:34:08",154.133333333333,9248
"220","Helena Maria Mendes Sampaio","F",30,157,47,19.0677106576332,2004,"Portugal","Southern Europe","Europe",10483861,1.89187e+11,1,1,FALSE,47,FALSE,"2:49:18",169.3,10158
"221","Ana Maria Guerreiro Dias","F",30,165,52,19.1000918273646,2004,"Portugal","Southern Europe","Europe",10483861,1.89187e+11,1,1,FALSE,62,FALSE,"3:08:11",188.183333333333,11291
"222","Ana Maria Guerreiro Dias","F",34,165,52,19.1000918273646,2008,"Portugal","Southern Europe","Europe",10558177,2.62008e+11,1,1,FALSE,46,FALSE,"2:36:25",156.416666666667,9385
"223","Maria Manuela Castro Machado","F",37,158,45,18.0259573786252,2000,"Portugal","Southern Europe","Europe",10289898,1.18358e+11,1,1,FALSE,21,FALSE,"2:32:29",152.483333333333,9149
"224","Ana Dulce Ferreira Flix","F",33,166,53,19.2335607490202,2016,"Portugal","Southern Europe","Europe",10324611,2.04837e+11,1,1,FALSE,16,FALSE,"2:30:39",150.65,9039
"225","Ana Dulce Ferreira Flix","F",29,166,53,19.2335607490202,2012,"Portugal","Southern Europe","Europe",10514844,2.16368e+11,1,1,FALSE,21,FALSE,"2:28:12",148.2,8892
"226","Paula Claudia Todoran","F",31,164,48,17.8465199286139,2016,"Romania","Eastern Europe","Europe",19705301,1.87592e+11,0,0,FALSE,101,FALSE,"2:48:54",168.9,10134
"227","Camelia Alina Gherasim (Tecua-)","F",28,166,46,16.693279140659,2000,"Romania","Eastern Europe","Europe",22442971,37438527800,0,0,FALSE,29,FALSE,"2:36:16",156.266666666667,9376
"228","Tanith Gaelene Maxwell","F",36,169,53,18.5567732222261,2012,"South Africa","Sub-Saharan Africa","Africa",52506515.08,3.96333e+11,0,5,FALSE,81,FALSE,"2:40:27",160.45,9627
"229","Colleen Stella de Reuck (Lindeque-)","F",36,164,47,17.4747174301011,2000,"South Africa","Sub-Saharan Africa","Africa",44896856,1.36362e+11,0,5,FALSE,31,FALSE,"2:36:48",156.8,9408
"230","Christine Kalmer","F",30,172,55,18.5911303407247,2016,"South Africa","Sub-Saharan Africa","Africa",55908865,2.95456e+11,0,5,FALSE,96,FALSE,"2:48:24",168.4,10104
"231","Dina Lebo Phalula","F",32,165,46,16.8962350780533,2016,"South Africa","Sub-Saharan Africa","Africa",55908865,2.95456e+11,0,5,FALSE,63,FALSE,"2:41:46",161.766666666667,9706
"232","Svetlana Vladimirovna Zakharova (Vasilyeva-)","F",33,160,46,17.96875,2004,"Russia","Eastern Europe","Europe",144067054,5.91017e+11,0,0,FALSE,9,FALSE,"2:32:04",152.066666666667,9124
"233","Madina Ulfatovna Biktagirova","F",35,158,46,18.4265342092613,2000,"Russia","Eastern Europe","Europe",146596557,2.59708e+11,0,0,FALSE,5,FALSE,"2:26:33",146.55,8793
"234","Irina Nikolayevna Timofeyeva (Grigoryeva-)","F",38,164,48,17.8465199286139,2008,"Russia","Eastern Europe","Europe",142742350,1.66084e+12,0,0,FALSE,7,FALSE,"2:27:31",147.516666666667,8851
"235","Svetlana Vladimirovna Zakharova (Vasilyeva-)","F",37,160,46,17.96875,2008,"Russia","Eastern Europe","Europe",142742350,1.66084e+12,0,0,FALSE,22,FALSE,"2:32:16",152.266666666667,9136
"236","Lyubov Vasilyevna Morgunova","F",29,170,46,15.916955017301,2000,"Russia","Eastern Europe","Europe",146596557,2.59708e+11,0,0,FALSE,23,FALSE,"2:32:35",152.583333333333,9155
"237","Lyudmila Nikolayevna Petrova (Yakimova-)","F",35,160,43,16.796875,2004,"Russia","Eastern Europe","Europe",144067054,5.91017e+11,0,0,FALSE,8,FALSE,"2:31:56",151.933333333333,9116
"238","Claudette Mukasakindi","F",33,160,50,19.53125,2016,"Rwanda","Sub-Saharan Africa","Africa",11917508,8376048905,0,5,FALSE,126,FALSE,"3:05:57",185.95,11157
"239","Marcianne Mukamurenzi","F",28,156,51,20.956607495069,1988,"Rwanda","Sub-Saharan Africa","Africa",7030179,2395493878,0,5,FALSE,38,FALSE,"2:40:12",160.2,9612
"240","Claudette Mukasakindi","F",29,160,50,19.53125,2012,"Rwanda","Sub-Saharan Africa","Africa",10788853,7315702176,0,5,FALSE,101,FALSE,"2:51:07",171.116666666667,10267
"241","Bogaha Kotuwe Gedara Niluka Geethani Rajasekara","F",34,155,42,17.4817898022893,2016,"Sri Lanka","Southern Asia","Asia",21203000,81321876307,0,0,FALSE,129,FALSE,"3:11:05",191.083333333333,11465
"242","Genoveva Eichenmann","F",31,162,52,19.8140527358634,1988,"Switzerland","Western Europe","Europe",6593386,2.09298e+11,0,0,FALSE,47,FALSE,"2:44:37",164.616666666667,9877
"243","Maja Doris Neuenschwander","F",32,168,53,18.7783446712018,2012,"Switzerland","Western Europe","Europe",7996861,6.68044e+11,0,0,FALSE,53,FALSE,"2:34:50",154.833333333333,9290
"244","Daria Nauer (-Lyrenmann)","F",34,168,50,17.7154195011338,2000,"Switzerland","Western Europe","Europe",7184250,2.72055e+11,0,0,FALSE,38,FALSE,"2:43:00",163,9780
"245","Maja Doris Neuenschwander","F",36,168,53,18.7783446712018,2016,"Switzerland","Western Europe","Europe",8372098,6.68851e+11,0,0,FALSE,29,FALSE,"2:34:27",154.45,9267
"246","Evy Gunilla Palm (Warnicke-)","F",46,166,53,19.2335607490202,1988,"Sweden","Northern Europe","Europe",8436489,2.04068e+11,0,0,FALSE,24,FALSE,"2:34:41",154.683333333333,9281
"247","Isabellah Moraa Andersson (Amoro-)","F",31,170,55,19.0311418685121,2012,"Sweden","Northern Europe","Europe",9519374,5.43881e+11,0,0,FALSE,18,FALSE,"2:27:36",147.6,8856
"248","Jane Vongvorachoti","F",32,166,53,19.2335607490202,2016,"Thailand","South-eastern Asia","Asia",68863514,4.07026e+11,0,0,FALSE,91,FALSE,"2:47:27",167.45,10047
"249","Natthaya Thanaronnawat","F",37,158,47,18.8271110398974,2016,"Thailand","South-eastern Asia","Asia",68863514,4.07026e+11,0,0,FALSE,130,FALSE,"3:11:31",191.516666666667,11491
"250","Aguida Fatima Amaral","F",32,148,43,19.6311176040906,2004,"Timor-Leste","South-eastern Asia","Asia",996698,442875784,0,0,FALSE,65,FALSE,"3:18:25",198.416666666667,11905
"251","Amira Ben Amor","F",26,168,49,17.3611111111111,2012,"Tunisia","Northern Africa","Africa",10886668,45044112939,0,0,FALSE,80,FALSE,"2:40:13",160.216666666667,9613
"252","Sultan Haydar","F",25,170,55,19.0311418685121,2012,"Turkey","Western Asia","Asia",74569867,8.73982e+11,0,1,FALSE,72,FALSE,"2:38:26",158.433333333333,9506
"253","Sultan Haydar","F",29,170,55,19.0311418685121,2016,"Turkey","Western Asia","Asia",79512426,8.63712e+11,0,1,FALSE,111,FALSE,"2:53:57",173.95,10437
"254","Esma Aydemir","F",24,160,48,18.75,2016,"Turkey","Western Asia","Asia",79512426,8.63712e+11,0,1,FALSE,58,FALSE,"2:39:59",159.983333333333,9599
"255","Jane Suuto","F",33,176,58,18.724173553719,2012,"Uganda","Sub-Saharan Africa","Africa",36306796,23132149257,0,5,FALSE,93,FALSE,"2:44:46",164.766666666667,9886
"256","Olha Yevstafivna Kotovska","F",32,167,50,17.9282154254366,2016,"Ukraine","Eastern Europe","Europe",45004645,93270479389,0,0,FALSE,33,FALSE,"2:34:57",154.95,9297
"257","Nataliya Serhivna Lehonkova","F",33,161,48,18.5178040970642,2016,"Ukraine","Eastern Europe","Europe",45004645,93270479389,0,0,FALSE,87,FALSE,"2:46:08",166.133333333333,9968
"258","Olena Ivanivna Burkovska","F",30,158,50,20.0288415318058,2012,"Ukraine","Eastern Europe","Europe",45593300,1.75781e+11,0,0,FALSE,48,FALSE,"2:33:26",153.433333333333,9206
"259","Anne Marie Lauck (Letko-)","F",27,168,48,17.0068027210884,1996,"USA","Northern America","Northern America",269394000,8.1002e+12,0,0,TRUE,10,FALSE,"2:31:30",151.5,9090
"260","Jennifer L. ""Jen"" Rhines","F",30,160,48,18.75,2004,"USA","Northern America","Northern America",292805298,1.22749e+13,0,0,FALSE,34,FALSE,"2:43:52",163.866666666667,9832
"261","Colleen Stella de Reuck (Lindeque-)","F",40,164,47,17.4747174301011,2004,"USA","Northern America","Northern America",292805298,1.22749e+13,0,0,FALSE,39,FALSE,"2:46:30",166.5,9990
"262","Blake Russell (Phillips-)","F",33,165,48,17.6308539944904,2008,"USA","Northern America","Northern America",304093966,1.47186e+13,0,0,FALSE,27,FALSE,"2:33:13",153.216666666667,9193
"263","Shalane Flanagan (-Edwards)","F",31,166,47,17.056176513282,2012,"USA","Northern America","Northern America",313998379,1.61553e+13,0,0,FALSE,10,FALSE,"2:25:51",145.85,8751
"264","Kara Goucher (Grgas-, Wheeler-)","F",34,170,56,19.3771626297578,2012,"USA","Northern America","Northern America",313998379,1.61553e+13,0,0,FALSE,11,FALSE,"2:26:07",146.116666666667,8767
"265","Shalane Flanagan (-Edwards)","F",35,166,47,17.056176513282,2016,"USA","Northern America","Northern America",323127513,1.86245e+13,0,0,FALSE,6,FALSE,"2:25:26",145.433333333333,8726
"266","Margaret Keyes Groos (Lane-, Thomas-, -Sloan)","F",28,167,54,19.3624726594715,1988,"USA","Northern America","Northern America",244499000,5.25263e+12,0,0,FALSE,39,FALSE,"2:40:59",160.983333333333,9659
"267","Christine ""Chris"" Clark","F",37,165,50,18.3654729109275,2000,"USA","Northern America","Northern America",282162411,1.02848e+13,0,0,FALSE,19,FALSE,"2:31:35",151.583333333333,9095
"268","Nancy Jane Ditz (-Mosbacher)","F",34,165,51,18.732782369146,1988,"USA","Northern America","Northern America",244499000,5.25263e+12,0,0,FALSE,17,FALSE,"2:33:42",153.7,9222
"269","Rutendo Joan Nyahora","F",27,155,45,18.7304890738814,2016,"Zimbabwe","Sub-Saharan Africa","Africa",16150362,16619960402,0,5,FALSE,92,FALSE,"2:47:32",167.533333333333,10052
"270","Tarath Tabitha Tsatsa","F",35,158,44,17.6253805479891,2008,"Zimbabwe","Sub-Saharan Africa","Africa",13558469,4415702800,0,5,FALSE,49,FALSE,"2:37:10",157.166666666667,9430
"271","Linda Elisabeth Hunter","F",24,175,54,17.6326530612245,1988,"Zimbabwe","Sub-Saharan Africa","Africa",9604302,7814784100,0,5,FALSE,55,FALSE,"2:53:17",173.283333333333,10397
